ano_eleicao,sg_uf,sg_partido,nr_candidato,dias_desde_inicio,dias_primeiro_repasse_base,vr_receita_recursos_partidos,primeira_data,total_janela,dias_recalculados,primeiro_repasse_confere,primeiro_repasse_corrigido,diferenca_recursos,total_diverge,recursos_fora_janela,residuo_apos_janela,total_reconciliado
2018,MT,PSD,5590,15.0,15.0,367469.68,2018-08-31,347469.68,15.0,True,False,-20000.0,True,20000.0,0.0,True
2018,MT,PSDB,4500,47.0,47.0,435000.0,2018-10-02,350000.0,47.0,True,False,-85000.0,True,85000.0,0.0,True
2018,MT,PSDB,4566,14.0,14.0,488509.77,2018-08-30,463509.77,14.0,True,False,-25000.0,True,25000.0,0.0,True
2018,MT,PSL,1717,26.0,26.0,33800.0,2018-09-11,20000.0,26.0,True,False,-13800.0,True,13800.0,0.0,True
2018,MT,PT,1313,12.0,12.0,827166.97,2018-08-28,817166.97,12.0,True,False,-10000.0,True,10000.0,0.0,True
2018,MT,PTB,1414,15.0,15.0,1516020.0,2018-08-31,1354120.0,15.0,True,False,-161900.0,True,161900.0,0.0,True
2018,MT,PTB,1456,15.0,15.0,356333.68,2018-08-31,353833.68,15.0,True,False,-2500.0,True,2500.0,0.0,True
2018,MT,PV,4300,11.0,11.0,35580.0,2018-08-27,20580.0,11.0,True,False,-15000.0,True,15000.0,0.0,True
2018,MT,SOLIDARIEDADE,7744,40.0,40.0,40625.0,2018-09-25,38750.0,40.0,True,False,-1875.0,True,1875.0,0.0,True
2018,PA,AVANTE,7070,7.0,7.0,150140.0,2018-08-23,145140.0,7.0,True,False,-5000.0,True,5000.0,0.0,True
2018,PA,AVANTE,7077,,,5000.0,,,,True,False,-5000.0,True,5000.0,0.0,True
2018,PA,PODE,1977,8.0,8.0,777400.0,2018-08-24,775000.0,8.0,True,False,-2400.0,True,2400.0,0.0,True
2018,PA,PP,1111,14.0,14.0,1593372.0,2018-08-30,1589672.0,14.0,True,False,-3700.0,True,3700.0,0.0,True
2018,PA,PSC,2020,5.0,5.0,2300013.2,2018-08-21,2300000.0,5.0,True,False,-13.200000000186265,True,13.2,-1.8626522546583146e-10,True
2018,PA,PSOL,5015,5.0,5.0,19794.04,2018-08-21,19773.239999999998,5.0,True,False,-20.80000000000291,True,20.799999999999997,-2.9132252166164108e-12,True
2018,PA,PSOL,5020,4.0,4.0,43367.939999999995,2018-08-20,43354.74,4.0,True,False,-13.19999999999709,True,13.2,2.9096725029376103e-12,True
2018,PA,PSOL,5051,2.0,2.0,8936.44,2018-08-18,8923.24,2.0,True,False,-13.200000000000728,True,13.2,-7.283063041541027e-13,True
2018,PA,PTC,3611,,,2240.0,,,,True,False,-2240.0,True,2240.0,0.0,True
2018,PA,PTC,3636,,,140.0,,,,True,False,-140.0,True,140.0,0.0,True
2018,PB,DEM,2511,4.0,4.0,1090476.36,2018-08-20,1060000.0,4.0,True,False,-30476.360000000102,True,30476.36,-1.0186340659856796e-10,True
2018,PB,NOVO,3000,0.0,0.0,2149.16,2018-08-16,1350.0,0.0,True,False,-799.1599999999999,True,799.16,1.1368683772161603e-13,True
2018,PB,PATRI,5115,13.0,,50000.0,2018-08-29,50000.0,13.0,True,True,0.0,False,0.0,0.0,True
2018,PB,PRTB,2822,21.0,21.0,2335.0,2018-09-06,1335.0,21.0,True,False,-1000.0,True,1000.0,0.0,True
2018,PB,PRTB,2877,20.0,20.0,3150.0,2018-09-05,2150.0,20.0,True,False,-1000.0,True,1000.0,0.0,True
2018,PB,PSC,2000,15.0,15.0,300013.2,2018-08-31,300000.0,15.0,True,False,-13.200000000011642,True,13.2,-1.1642242725429242e-11,True
2018,PB,PSC,2020,8.0,8.0,1000013.2,2018-08-24,1000000.0,8.0,True,False,-13.199999999953434,True,13.2,4.6565418188038166e-11,True
2018,PB,PSDB,4567,0.0,0.0,934550.0,2018-08-16,934500.0,0.0,True,False,-50.0,True,50.0,0.0,True
2018,PB,PTB,1411,12.0,12.0,1265887.69,2018-08-28,1200887.69,12.0,True,False,-65000.0,True,65000.0,0.0,True
2018,PB,PV,4377,33.0,33.0,27700.0,2018-09-18,25000.0,33.0,True,False,-2700.0,True,2700.0,0.0,True
2018,PE,PATRI,5100,26.0,,3000.0,2018-09-11,3000.0,26.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5101,26.0,,3000.0,2018-09-11,3000.0,26.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5102,26.0,,3108.9700000000003,2018-09-11,3108.97,26.0,True,True,-4.547473508864641e-13,False,0.0,-4.547473508864641e-13,True
2018,PE,PATRI,5104,26.0,,1500.0,2018-09-11,1500.0,26.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5107,26.0,,3108.9700000000003,2018-09-11,3108.97,26.0,True,True,-4.547473508864641e-13,False,0.0,-4.547473508864641e-13,True
2018,PE,PATRI,5110,35.0,,3000.0,2018-09-20,3000.0,35.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5112,26.0,,3000.0,2018-09-11,3000.0,26.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5115,25.0,,3108.97,2018-09-10,3108.97,25.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5123,35.0,,3108.97,2018-09-20,3108.97,35.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5124,27.0,,3000.0,2018-09-12,3000.0,27.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5125,25.0,,6608.97,2018-09-10,6608.97,25.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5131,26.0,,6608.97,2018-09-11,6608.97,26.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5133,40.0,,3000.0,2018-09-25,3000.0,40.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5135,25.0,,3000.0,2018-09-10,3000.0,25.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5150,29.0,,3414.14,2018-09-14,3108.97,29.0,True,True,-305.1700000000001,True,305.17,-5.684341886080802e-14,True
2018,PE,PATRI,5151,7.0,,311500.0,2018-08-23,311500.0,7.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5153,26.0,,3000.0,2018-09-11,3000.0,26.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5155,26.0,,3000.0,2018-09-11,3000.0,26.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5160,27.0,,3108.97,2018-09-12,3108.97,27.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5161,25.0,,3000.0,2018-09-10,3000.0,25.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5166,29.0,,3108.97,2018-09-14,3108.97,29.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5175,26.0,,6608.97,2018-09-11,6608.97,26.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5177,32.0,,3108.97,2018-09-17,3108.97,32.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PATRI,5199,26.0,,3108.97,2018-09-11,3108.97,26.0,True,True,0.0,False,0.0,0.0,True
2018,PE,PC do B,6513,1.0,1.0,1348940.57,2018-08-17,1257940.57,1.0,True,False,-91000.0,True,91000.0,0.0,True
2018,PE,PDT,1212,14.0,14.0,109097.95999999999,2018-08-30,100000.0,14.0,True,False,-9097.959999999992,True,9097.96,7.275957614183426e-12,True
2018,PE,PHS,3171,27.0,27.0,27405.6,2018-09-12,27100.0,27.0,True,False,-305.59999999999854,True,305.6,1.4779288903810084e-12,True
2018,PE,PHS,3177,11.0,11.0,44273.869999999995,2018-08-27,44000.0,11.0,True,False,-273.86999999999534,True,273.87,4.661160346586257e-12,True
2018,PE,PP,1111,8.0,8.0,2028933.15,2018-08-24,2028248.0,8.0,True,False,-685.1499999999069,True,685.15,9.310952009400353e-11,True
2018,PE,PSB,4000,11.0,11.0,1300145.2,2018-08-27,1300000.0,11.0,True,False,-145.19999999995343,True,145.2,4.6554760047001764e-11,True
2018,PE,PSB,4040,0.0,0.0,1537864.46,2018-08-16,1337864.46,0.0,True,False,-200000.0,True,200000.0,0.0,True
2018,PE,REDE,1800,35.0,35.0,4200.0,2018-09-20,3800.0,35.0,True,False,-400.0,True,400.0,0.0,True
2018,PE,REDE,1819,,,400.0,,,,True,False,-400.0,True,400.0,0.0,True
2018,PE,REDE,1820,,,400.0,,,,True,False,-400.0,True,400.0,0.0,True
2018,PE,REDE,1842,49.0,49.0,1400.0,2018-10-04,1000.0,49.0,True,False,-400.0,True,400.0,0.0,True
2018,PE,REDE,1850,50.0,50.0,800.0,2018-10-05,400.0,50.0,True,False,-400.0,True,400.0,0.0,True
2018,PI,PATRI,5122,25.0,,5998.2,2018-09-10,5998.2,25.0,True,True,0.0,False,0.0,0.0,True
2018,PI,PC do B,6565,4.0,4.0,33267.5,2018-08-20,31767.5,4.0,True,False,-1500.0,True,1500.0,0.0,True
2018,PI,PP,1144,8.0,8.0,2443280.5,2018-08-24,2436468.0,8.0,True,False,-6812.5,True,6812.5,0.0,True
2018,PI,PRP,4466,34.0,34.0,8440.0,2018-09-19,7000.0,34.0,True,False,-1440.0,True,1440.0,0.0,True
2018,PI,PSD,5555,13.0,13.0,792013.2,2018-08-29,750000.0,13.0,True,False,-42013.19999999995,True,42013.2,4.3655745685100555e-11,True
2018,PI,PTB,1410,12.0,12.0,1877821.74,2018-08-28,1877000.0,12.0,True,False,-821.7399999999907,True,821.74,9.322320693172514e-12,True
2018,PI,PV,4355,20.0,20.0,13813.7,2018-09-05,12816.0,20.0,True,False,-997.7000000000007,True,997.7,-6.821210263296962e-13,True
2018,PR,PATRI,5151,15.0,,109100.0,2018-08-31,109100.0,15.0,True,True,0.0,False,0.0,0.0,True
2018,PR,PODE,1919,4.0,4.0,504760.0,2018-08-20,500000.0,4.0,True,False,-4760.0,True,4760.0,0.0,True
2018,PR,PP,1151,12.0,12.0,1709838.83,2018-08-28,1553224.0,12.0,True,False,-156614.83000000007,True,156614.83,-8.731149137020111e-11,True
2018,PR,PRB,1066,12.0,12.0,18130.99,2018-08-28,16130.99,12.0,True,False,-2000.0000000000018,True,2000.0,-1.8189894035458565e-12,True
2018,PR,PSB,4012,11.0,11.0,1350000.0,2018-08-27,1300000.0,11.0,True,False,-50000.0,True,50000.0,0.0,True
2018,PR,PSC,2018,8.0,8.0,1035750.0,2018-08-24,1000000.0,8.0,True,False,-35750.0,True,35750.0,0.0,True
2018,PR,PSC,2020,6.0,6.0,1049715.0,2018-08-22,1000000.0,6.0,True,False,-49715.0,True,49715.0,0.0,True
2018,PR,PSC,2040,,,60540.0,,,,True,False,-60540.0,True,60540.0,0.0,True
2018,PR,PSD,5500,,,35715.0,,,,True,False,-35715.0,True,35715.0,0.0,True
2018,PR,PSD,5515,8.0,8.0,1285715.0,2018-08-24,1185715.0,8.0,True,False,-100000.0,True,100000.0,0.0,True
2018,PR,PSD,5535,20.0,20.0,93910.51000000001,2018-09-05,84053.96,20.0,True,False,-9856.550000000003,True,9856.55,-3.637978807091713e-12,True
2018,PR,PSD,5555,8.0,8.0,1128000.0,2018-08-24,1092285.0,8.0,True,False,-35715.0,True,35715.0,0.0,True
2018,PR,PSDB,4515,12.0,12.0,564850.0,2018-08-28,534850.0,12.0,True,False,-30000.0,True,30000.0,0.0,True
2018,PR,PSDB,4588,,,50000.0,,,,True,False,-50000.0,True,50000.0,0.0,True
2018,PR,PSL,1723,,,600.0,,,,True,False,-600.0,True,600.0,0.0,True
2018,PR,PSL,1767,33.0,33.0,3600.0,2018-09-18,3000.0,33.0,True,False,-600.0,True,600.0,0.0,True
2018,PR,REDE,1800,41.0,41.0,625.0,2018-09-26,208.33,41.0,True,False,-416.66999999999996,True,416.67,5.684341886080802e-14,True
2018,PR,REDE,1801,41.0,41.0,625.0,2018-09-26,208.33,41.0,True,False,-416.66999999999996,True,416.67,5.684341886080802e-14,True
2018,PR,REDE,1810,41.0,41.0,625.0,2018-09-26,208.33,41.0,True,False,-416.66999999999996,True,416.67,5.684341886080802e-14,True
2018,PR,REDE,1818,41.0,41.0,1425.0,2018-09-26,1008.33,41.0,True,False,-416.66999999999996,True,416.67,5.684341886080802e-14,True
2018,PR,REDE,1819,41.0,41.0,625.0,2018-09-26,208.33,41.0,True,False,-416.66999999999996,True,416.67,5.684341886080802e-14,True
2018,PR,REDE,1820,41.0,41.0,625.0,2018-09-26,208.33,41.0,True,False,-416.66999999999996,True,416.67,5.684341886080802e-14,True
2018,PR,REDE,1822,41.0,41.0,624.99,2018-09-26,208.33,41.0,True,False,-416.65999999999997,True,416.66,5.684341886080802e-14,True
2018,PR,REDE,1830,32.0,32.0,1425.0,2018-09-17,1008.33,32.0,True,False,-416.66999999999996,True,416.67,5.684341886080802e-14,True
2018,PR,REDE,1844,41.0,41.0,625.0,2018-09-26,208.33,41.0,True,False,-416.66999999999996,True,416.67,5.684341886080802e-14,True
2018,PR,REDE,1888,27.0,27.0,1425.0,2018-09-12,1008.33,27.0,True,False,-416.66999999999996,True,416.67,5.684341886080802e-14,True
2018,RJ,AVANTE,7022,,,750.0,,,,True,False,-750.0,True,750.0,0.0,True
2018,RJ,DEM,2587,8.0,8.0,717600.0,2018-08-24,542000.0,8.0,True,False,-175600.0,True,175600.0,0.0,True
2018,RJ,MDB,1512,12.0,12.0,156752.79,2018-08-28,133662.79,12.0,True,False,-23090.0,True,23090.0,0.0,True
2018,RJ,MDB,1577,7.0,7.0,1614000.0,2018-08-23,1600000.0,7.0,True,False,-14000.0,True,14000.0,0.0,True
2018,RJ,PATRI,5101,13.0,,408000.0,2018-08-29,408000.0,13.0,True,True,0.0,False,0.0,0.0,True
2018,RJ,PATRI,5103,28.0,,4000.0,2018-09-13,4000.0,28.0,True,True,0.0,False,0.0,0.0,True
2018,RJ,PATRI,5123,14.0,,16022.0,2018-08-30,16022.0,14.0,True,True,0.0,False,0.0,0.0,True
2018,RJ,PATRI,5125,26.0,,4000.0,2018-09-11,4000.0,26.0,True,True,0.0,False,0.0,0.0,True
2018,RJ,PATRI,5151,13.0,,307000.0,2018-08-29,307000.0,13.0,True,True,0.0,False,0.0,0.0,True
2018,RJ,PATRI,5155,14.0,,5000.0,2018-08-30,5000.0,14.0,True,True,0.0,False,0.0,0.0,True
2018,RJ,PATRI,5156,49.0,,3500.0,2018-10-04,3500.0,49.0,True,True,0.0,False,0.0,0.0,True
2018,RJ,PATRI,5192,18.0,,5756.0,2018-09-03,5756.0,18.0,True,True,0.0,False,0.0,0.0,True
2018,RJ,PDT,1201,12.0,12.0,100000.0,2018-08-28,75000.0,12.0,True,False,-25000.0,True,25000.0,0.0,True
2018,RJ,PMN,3333,0.0,0.0,1760.0,2018-08-16,1520.0,0.0,True,False,-240.0,True,240.0,0.0,True
2018,RJ,PP,1155,11.0,11.0,1030001.54,2018-08-27,980001.54,11.0,True,False,-50000.0,True,50000.0,0.0,True
2018,RJ,PR,2269,12.0,12.0,1354335.0,2018-08-28,1238410.0,12.0,True,False,-115925.0,True,115925.0,0.0,True
2018,RJ,PRB,1062,4.0,4.0,98791.5,2018-08-20,18791.5,4.0,True,False,-80000.0,True,80000.0,0.0,True
2018,RJ,PRP,4401,25.0,25.0,3379.0,2018-09-10,3113.0,25.0,True,False,-266.0,True,266.0,0.0,True
2018,RJ,PRP,4445,39.0,39.0,55200.0,2018-09-24,51700.0,39.0,True,False,-3500.0,True,3500.0,0.0,True
2018,RJ,PRP,4488,,,266.0,,,,True,False,-266.0,True,266.0,0.0,True
2018,RJ,PRTB,2826,13.0,13.0,3509.23,2018-08-29,2509.23,13.0,True,False,-1000.0,True,1000.0,0.0,True
2018,RJ,PSD,5525,,,240.6,,,,True,False,-240.6,True,240.6,0.0,True
2018,RJ,PSD,5588,20.0,20.0,203580.0,2018-09-05,200000.0,20.0,True,False,-3580.0,True,3580.0,0.0,True
2018,RJ,SOLIDARIEDADE,7705,12.0,12.0,5730.0,2018-08-28,2865.0,12.0,True,False,-2865.0,True,2865.0,0.0,True
2018,RJ,SOLIDARIEDADE,7733,12.0,12.0,1365372.24,2018-08-28,1212000.0,12.0,True,False,-153372.24,True,153372.24,0.0,True
2018,RN,DEM,2512,7.0,7.0,1314795.05,2018-08-23,1305345.05,7.0,True,False,-9450.0,True,9450.0,0.0,True
2018,RN,PRTB,2890,49.0,49.0,2413.55,2018-10-04,2400.0,49.0,True,False,-13.550000000000182,True,13.55,-1.8118839761882555e-13,True
2018,RN,PSB,4040,11.0,11.0,1510000.0,2018-08-27,1500000.0,11.0,True,False,-10000.0,True,10000.0,0.0,True
2018,RN,PSD,5555,5.0,5.0,1035000.0,2018-08-21,1020000.0,5.0,True,False,-15000.0,True,15000.0,0.0,True
2018,RN,PT,1311,12.0,12.0,406296.2,2018-08-28,406250.0,12.0,True,False,-46.20000000001164,True,46.2,-1.1638690011750441e-11,True
2018,RN,PV,4343,4.0,4.0,336831.73,2018-08-20,336781.73,4.0,True,False,-50.0,True,50.0,0.0,True
2018,RN,SOLIDARIEDADE,7700,6.0,6.0,14672.4,2018-08-22,8619.77,6.0,True,False,-6052.629999999999,True,6052.63,9.094947017729282e-13,True
2018,RN,SOLIDARIEDADE,7723,7.0,7.0,30707.4,2018-08-23,30394.77,7.0,True,False,-312.630000000001,True,312.63,-1.0231815394945443e-12,True
2018,RN,SOLIDARIEDADE,7733,7.0,7.0,16307.4,2018-08-23,15994.77,7.0,True,False,-312.6299999999992,True,312.63,7.958078640513122e-13,True
2018,RN,SOLIDARIEDADE,7744,7.0,7.0,10307.4,2018-08-23,9994.77,7.0,True,False,-312.6299999999992,True,312.63,7.958078640513122e-13,True
2018,RN,SOLIDARIEDADE,7777,7.0,7.0,4307.4,2018-08-23,3994.77,7.0,True,False,-312.62999999999965,True,312.63,3.410605131648481e-13,True
2018,RO,DEM,2511,41.0,41.0,60510.0,2018-09-26,53600.0,41.0,True,False,-6910.0,True,6910.0,0.0,True
2018,RO,PRB,1010,12.0,12.0,965994.69,2018-08-28,962460.0,12.0,True,False,-3534.689999999944,True,3534.69,5.5933924159035087e-11,True
2018,RO,PSC,2020,5.0,5.0,467000.0,2018-08-21,447000.0,5.0,True,False,-20000.0,True,20000.0,0.0,True
2018,RO,PSD,5555,8.0,8.0,618973.05,2018-08-24,584952.75,8.0,True,False,-34020.30000000005,True,34020.3,-4.3655745685100555e-11,True
2018,RO,PTB,1406,14.0,14.0,1644951.0,2018-08-30,1600000.0,14.0,True,False,-44951.0,True,44951.0,0.0,True
2018,RR,PATRI,5100,20.0,,5000.0,2018-09-05,5000.0,20.0,True,True,0.0,False,0.0,0.0,True
2018,RR,PATRI,5122,15.0,,115000.0,2018-08-31,115000.0,15.0,True,True,0.0,False,0.0,0.0,True
2018,RR,PATRI,5123,14.0,,13481.0,2018-08-30,13481.0,14.0,True,True,0.0,False,0.0,0.0,True
2018,RR,PATRI,5125,14.0,,12350.0,2018-08-30,12350.0,14.0,True,True,0.0,False,0.0,0.0,True
2018,RR,PATRI,5143,20.0,,28048.0,2018-09-05,28048.0,20.0,True,True,0.0,False,0.0,0.0,True
2018,RR,PATRI,5144,14.0,,10500.0,2018-08-30,10500.0,14.0,True,True,0.0,False,0.0,0.0,True
2018,RR,PATRI,5186,20.0,,6650.0,2018-09-05,6650.0,20.0,True,True,0.0,False,0.0,0.0,True
2018,RR,PATRI,5199,14.0,,27000.0,2018-08-30,27000.0,14.0,True,True,0.0,False,0.0,0.0,True
2018,RR,PHS,3131,6.0,6.0,287886.91,2018-08-22,285372.96,6.0,True,False,-2513.9499999999534,True,2513.95,4.638422979041934e-11,True
2018,RR,PP,1111,5.0,5.0,1726297.2,2018-08-21,1726284.0,5.0,True,False,-13.199999999953434,True,13.2,4.6565418188038166e-11,True
2018,RR,PTB,1400,,,550.0,,,,True,False,-550.0,True,550.0,0.0,True
2018,RR,PTB,1444,,,550.0,,,,True,False,-550.0,True,550.0,0.0,True
2018,RR,PV,4310,4.0,4.0,10051.0,2018-08-20,9691.0,4.0,True,False,-360.0,True,360.0,0.0,True
2018,RR,PV,4343,4.0,4.0,1835.0,2018-08-20,1475.0,4.0,True,False,-360.0,True,360.0,0.0,True
2018,RR,REDE,1810,33.0,33.0,11550.0,2018-09-18,11000.0,33.0,True,False,-550.0,True,550.0,0.0,True
2018,RR,SOLIDARIEDADE,7777,29.0,29.0,160119.32,2018-09-14,140000.0,29.0,True,False,-20119.320000000007,True,20119.32,-7.275957614183426e-12,True
2018,RS,MDB,1573,18.0,18.0,25450.0,2018-09-03,25000.0,18.0,True,False,-450.0,True,450.0,0.0,True
2018,RS,PATRI,5100,15.0,,1915.4699999999998,2018-08-31,1915.4699999999998,15.0,True,True,0.0,False,0.0,0.0,True
2018,RS,PATRI,5123,15.0,,218.0,2018-08-31,218.0,15.0,True,True,0.0,False,0.0,0.0,True
2018,RS,PATRI,5151,52.0,,1549.8999999999999,2018-10-07,1478.4699999999998,52.0,True,True,-71.43000000000006,True,71.43,-5.684341886080802e-14,True
2018,RS,PATRI,5153,15.0,,50000.0,2018-08-31,50000.0,15.0,True,True,0.0,False,0.0,0.0,True
2018,RS,PATRI,5190,15.0,,32847.47,2018-08-31,32847.47,15.0,True,True,0.0,False,0.0,0.0,True
2018,RS,PC do B,6513,1.0,1.0,119275.5,2018-08-17,108163.5,1.0,True,False,-11112.0,True,11112.0,0.0,True
2018,RS,PDT,1212,11.0,11.0,550000.0,2018-08-27,500000.0,11.0,True,False,-50000.0,True,50000.0,0.0,True
2018,RS,PDT,1244,,,1220.0,,,,True,False,-1220.0,True,1220.0,0.0,True
2018,RS,PMN,3333,14.0,14.0,210254.71,2018-08-30,200254.71,14.0,True,False,-10000.0,True,10000.0,0.0,True
2018,RS,PP,1144,8.0,8.0,1172040.0,2018-08-24,1122040.0,8.0,True,False,-50000.0,True,50000.0,0.0,True
2018,RS,PP,1161,8.0,8.0,48041.94,2018-08-24,47491.94,8.0,True,False,-550.0,True,550.0,0.0,True
2018,RS,PPL,5453,26.0,26.0,395.22,2018-09-11,293.15,26.0,True,False,-102.07000000000005,True,102.07,-5.684341886080802e-14,True
2018,RS,PPS,2378,21.0,21.0,61021.92,2018-09-06,60651.55,21.0,True,False,-370.36999999999534,True,370.37,4.661160346586257e-12,True
2018,RS,PPS,2397,28.0,28.0,4021.92,2018-09-13,3651.55,28.0,True,False,-370.3699999999999,True,370.37,1.1368683772161603e-13,True
2018,RS,PRP,4440,15.0,15.0,6311.91,2018-08-31,5254.71,15.0,True,False,-1057.1999999999998,True,1057.2,2.2737367544323206e-13,True
2018,RS,PSB,4020,1.0,1.0,18680.0,2018-08-17,18580.0,1.0,True,False,-100.0,True,100.0,0.0,True
2018,SC,PATRI,5100,12.0,,1540.83,2018-08-28,1540.83,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5101,8.0,,1828.33,2018-08-24,1828.33,8.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5103,12.0,,891.8299999999999,2018-08-28,891.8299999999999,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5105,45.0,,433.33,2018-09-30,433.33,45.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5117,12.0,,1540.83,2018-08-28,1540.83,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5120,12.0,,1145.83,2018-08-28,1145.83,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5122,12.0,,891.8299999999999,2018-08-28,891.8299999999999,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5123,12.0,,712.5,2018-08-28,712.5,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5125,12.0,,1145.83,2018-08-28,1145.83,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5133,12.0,,1145.83,2018-08-28,1145.83,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5134,12.0,,891.83,2018-08-28,891.83,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5151,12.0,,7860.83,2018-08-28,7860.83,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5166,12.0,,1935.83,2018-08-28,1935.83,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5190,23.0,,1145.83,2018-09-08,1145.83,23.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5198,12.0,,3291.83,2018-08-28,3291.83,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PATRI,5199,12.0,,1018.83,2018-08-28,1018.83,12.0,True,True,0.0,False,0.0,0.0,True
2018,SC,PP,1112,11.0,11.0,1960280.0,2018-08-27,1955280.0,11.0,True,False,-5000.0,True,5000.0,0.0,True
2018,SC,PP,1123,36.0,36.0,59720.0,2018-09-21,54720.0,36.0,True,False,-5000.0,True,5000.0,0.0,True
2018,SC,PPS,2323,11.0,11.0,1188128.1099999999,2018-08-27,1168128.1099999999,11.0,True,False,-20000.0,True,20000.0,0.0,True
2018,SC,PSDB,4588,14.0,14.0,297836.36,2018-08-30,287836.36,14.0,True,False,-10000.0,True,10000.0,0.0,True
2018,SC,PV,4303,15.0,15.0,50723.979999999996,2018-08-31,48723.979999999996,15.0,True,False,-2000.0,True,2000.0,0.0,True
2018,SC,PV,4333,,,1000.0,,,,True,False,-1000.0,True,1000.0,0.0,True
2018,SC,PV,4343,8.0,8.0,449959.05,2018-08-24,448959.05,8.0,True,False,-1000.0,True,1000.0,0.0,True
2018,SC,PV,4390,15.0,15.0,46563.979999999996,2018-08-31,44563.979999999996,15.0,True,False,-2000.0,True,2000.0,0.0,True
2018,SC,SOLIDARIEDADE,7777,7.0,7.0,907500.0,2018-08-23,900000.0,7.0,True,False,-7500.0,True,7500.0,0.0,True
2018,SE,PATRI,5151,5.0,,300000.0,2018-08-21,300000.0,5.0,True,True,0.0,False,0.0,0.0,True
2018,SE,PP,1111,8.0,8.0,1731095.1600000001,2018-08-24,1702040.0,8.0,True,False,-29055.16000000015,True,29055.16,-1.4915713109076023e-10,True
2018,SE,PPL,5400,5.0,5.0,18883.67,2018-08-21,18703.67,5.0,True,False,-180.0,True,180.0,0.0,True
2018,SE,PPL,5453,4.0,4.0,25450.0,2018-08-20,25178.67,4.0,True,False,-271.33000000000175,True,271.33,-1.7621459846850485e-12,True
2018,SE,PSB,4010,19.0,19.0,440440.99,2018-09-04,432142.0,19.0,True,False,-8298.98999999999,True,8298.99,9.094947017729282e-12,True
2018,SE,REDE,1800,11.0,11.0,1465.0,2018-08-27,1265.0,11.0,True,False,-200.0,True,200.0,0.0,True
2018,SP,DEM,2500,8.0,8.0,1140000.0,2018-08-24,1110000.0,8.0,True,False,-30000.0,True,30000.0,0.0,True
2018,SP,MDB,1535,26.0,26.0,22034.08,2018-09-11,20000.0,26.0,True,False,-2034.0800000000017,True,2034.08,-1.8189894035458565e-12,True
2018,SP,MDB,1593,18.0,18.0,12034.08,2018-09-03,10000.0,18.0,True,False,-2034.08,True,2034.08,0.0,True
2018,SP,PATRI,5100,7.0,,300000.0,2018-08-23,300000.0,7.0,True,True,0.0,False,0.0,0.0,True
2018,SP,PATRI,5101,13.0,,19650.5,2018-08-29,19650.5,13.0,True,True,0.0,False,0.0,0.0,True
2018,SP,PATRI,5102,13.0,,43235.2,2018-08-29,43232.7,13.0,True,True,-2.5,True,2.5,0.0,True
2018,SP,PATRI,5103,18.0,,103752.7,2018-09-03,103752.7,18.0,True,True,0.0,False,0.0,0.0,True
2018,SP,PATRI,5104,1.0,,45939.7,2018-08-17,45939.7,1.0,True,True,0.0,False,0.0,0.0,True
2018,SP,PATRI,5106,8.0,,400.0,2018-08-24,400.0,8.0,True,True,0.0,False,0.0,0.0,True
