ano_eleicao,sg_uf,sg_partido_norm,regra,desfecho,n,k,total,hits,expected
2018,AC,PSDB,top_necr,competitividade,1,1.0,0.0,0.0,0.0
2018,AC,PSDB,top_necr,eleicao,1,1.0,1.0,1.0,1.0
2018,AC,PSDB,nucleo_80,competitividade,1,1.0,0.0,0.0,0.0
2018,AC,PSDB,nucleo_80,eleicao,1,1.0,1.0,1.0,1.0
2018,AC,PSDB,acima_divisao_igual,competitividade,1,0.0,0.0,0.0,0.0
2018,AC,PSDB,acima_divisao_igual,eleicao,1,0.0,1.0,0.0,0.0
2018,AC,PSL,top_necr,competitividade,8,5.0,3.0,1.0,1.875
2018,AC,PSL,top_necr,eleicao,8,5.0,0.0,0.0,0.0
2018,AC,PSL,nucleo_80,competitividade,8,4.0,3.0,0.0,1.5
2018,AC,PSL,nucleo_80,eleicao,8,4.0,0.0,0.0,0.0
2018,AC,PSL,acima_divisao_igual,competitividade,8,4.0,3.0,0.0,1.5
2018,AC,PSL,acima_divisao_igual,eleicao,8,4.0,0.0,0.0,0.0
2018,AC,PSOL,top_necr,competitividade,4,3.0,1.0,1.0,0.75
2018,AC,PSOL,top_necr,eleicao,4,3.0,0.0,0.0,0.0
2018,AC,PSOL,nucleo_80,competitividade,4,3.0,1.0,1.0,0.75
2018,AC,PSOL,nucleo_80,eleicao,4,3.0,0.0,0.0,0.0
2018,AC,PSOL,acima_divisao_igual,competitividade,4,1.0,1.0,0.0,0.25
2018,AC,PSOL,acima_divisao_igual,eleicao,4,1.0,0.0,0.0,0.0
2018,AC,PT,top_necr,competitividade,5,3.0,3.0,3.0,1.8
2018,AC,PT,top_necr,eleicao,5,3.0,1.0,1.0,0.6
2018,AC,PT,nucleo_80,competitividade,5,3.0,3.0,3.0,1.8
2018,AC,PT,nucleo_80,eleicao,5,3.0,1.0,1.0,0.6
2018,AC,PT,acima_divisao_igual,competitividade,5,3.0,3.0,3.0,1.8
2018,AC,PT,acima_divisao_igual,eleicao,5,3.0,1.0,1.0,0.6
2018,AC,PTB,top_necr,competitividade,1,1.0,0.0,0.0,0.0
2018,AC,PTB,top_necr,eleicao,1,1.0,0.0,0.0,0.0
2018,AC,PTB,nucleo_80,competitividade,1,1.0,0.0,0.0,0.0
2018,AC,PTB,nucleo_80,eleicao,1,1.0,0.0,0.0,0.0
2018,AC,PTB,acima_divisao_igual,competitividade,1,0.0,0.0,0.0,0.0
2018,AC,PTB,acima_divisao_igual,eleicao,1,0.0,0.0,0.0,0.0
2018,AC,PTC,top_necr,competitividade,1,1.0,0.0,0.0,0.0
2018,AC,PTC,top_necr,eleicao,1,1.0,0.0,0.0,0.0
2018,AC,PTC,nucleo_80,competitividade,1,1.0,0.0,0.0,0.0
2018,AC,PTC,nucleo_80,eleicao,1,1.0,0.0,0.0,0.0
2018,AC,PTC,acima_divisao_igual,competitividade,1,0.0,0.0,0.0,0.0
